IMR5	SHEP	SKNAS	SY5Y
ENSG00000271840.1	15	5	21	20
ENSG00000162552.13	87	40	90	41
ENSG00000266564.1	0	0	0	0
ENSG00000234397.3	2	0	2	0
ENSG00000279625.1	2	2	2	0
ENSG00000184677.15	2207	1338	1870	1600
ENSG00000237200.1	5	8	13	8
ENSG00000070886.9	2	0	4	8
ENSG00000276835.1	0	0	0	0
ENSG00000173372.15	2	4	2	18
ENSG00000159189.10	0	3	10	24
ENSG00000173369.14	6	4	10	22
ENSG00000133216.15	397	3634	1544	95
ENSG00000265422.1	0	0	1	0
ENSG00000216157.2	0	2	0	1
ENSG00000225952.1	0	6	1	0
ENSG00000264014.1	0	0	0	0
ENSG00000215906.7	0	0	0	0
ENSG00000227868.5	2	2	0	3
ENSG00000004487.14	4088	2543	2982	3348
ENSG00000240553.1	17	0	3	24
ENSG00000263793.1	4	0	0	1
ENSG00000266802.1	4	0	1	2
ENSG00000169641.12	1582	1746	2490	1037
ENSG00000229010.1	24	27	20	14
ENSG00000206935.1	4	0	3	2
ENSG00000252578.1	0	0	0	0
ENSG00000179546.4	2	90	42	3
ENSG00000215381.3	0	0	0	0
ENSG00000261326.2	320	133	282	287
ENSG00000125944.17	3450	2575	3429	2986
ENSG00000125945.13	535	337	824	561
ENSG00000249087.5	244	93	186	205
ENSG00000201405.1	0	0	0	0
ENSG00000271420.1	4	7	7	13
ENSG00000204219.8	378	316	576	743
ENSG00000232482.2	6	1	3	12
ENSG00000088280.17	1341	460	1334	944
ENSG00000007968.6	1735	412	593	1207
ENSG00000280791.1	1	0	0	0
ENSG00000235052.1	16	2	24	6
ENSG00000117318.8	1548	508	1620	1202
ENSG00000197880.7	23	9	33	4
ENSG00000229239.2	2	0	0	1
ENSG00000142676.11	1520	1213	1335	1322
ENSG00000203589.2	59	10	28	60
ENSG00000011007.11	2526	2608	2681	2087
ENSG00000236810.4	68	34	40	56
ENSG00000057757.8	1190	1190	1137	982
ENSG00000011009.9	1638	1844	1674	1420
ENSG00000117308.13	1161	1936	1929	935
ENSG00000117305.13	723	789	936	584
ENSG00000179163.11	189	644	425	142
ENSG00000188822.7	10	0	6	8
ENSG00000229106.1	4	2	0	0
ENSG00000232557.3	0	0	0	0
ENSG00000264926.1	0	0	0	0
ENSG00000230228.2	0	0	3	0
ENSG00000189266.10	1594	1249	1560	1415
ENSG00000188529.13	4662	2532	3462	3989
ENSG00000215905.4	1	0	0	1
ENSG00000225315.2	1	3	4	5
ENSG00000142661.17	1025	1180	1265	1669
ENSG00000230703.1	0	0	1	5
ENSG00000142677.3	11	75	22	4
ENSG00000185436.10	28	15	59	68
ENSG00000230023.2	0	0	0	0
ENSG00000221032.3	0	0	0	0
ENSG00000266511.1	0	0	0	0
ENSG00000232298.2	0	0	0	0
ENSG00000158055.14	5	4	2	28
ENSG00000001460.16	51	670	488	52
ENSG00000001461.15	240	1739	879	265
ENSG00000117602.10	95	706	457	167
ENSG00000264443.1	0	0	0	0
ENSG00000184454.6	1	0	0	2
ENSG00000227312.2	0	0	0	0
ENSG00000239106.1	0	0	0	0
ENSG00000133226.15	4542	2567	3205	4053
ENSG00000169504.13	3295	2624	3613	2154
ENSG00000238482.1	2	0	0	3
ENSG00000020633.17	91	1379	86	108
ENSG00000278034.1	0	0	0	0
ENSG00000229162.1	1	27	3	2
ENSG00000261025.1	0	0	0	0
ENSG00000264371.1	0	0	0	0
ENSG00000233755.1	0	0	0	0
ENSG00000233419.3	0	0	0	0
ENSG00000231953.1	2	0	2	2
ENSG00000117614.8	1465	995	1025	1231
ENSG00000117616.16	1136	860	1361	905
ENSG00000272432.1	30	5	15	12
ENSG00000261349.1	0	1	8	7
ENSG00000187010.17	24	28	58	15
ENSG00000224183.1	3	2	10	4
ENSG00000259984.1	1	0	0	0
ENSG00000183726.9	1943	1654	1847	1508
ENSG00000188672.15	85	15	35	55
ENSG00000238084.4	0	4	6	2
ENSG00000204178.8	1702	728	1224	1430
ENSG00000157978.10	670	880	845	643
ENSG00000225643.1	14	2	7	3
ENSG00000117643.13	168	52	88	167
ENSG00000233478.1	13	7	12	12
ENSG00000162430.15	2262	1768	2634	1525
ENSG00000255054.3	0	0	0	0
ENSG00000228172.4	22	10	25	20
ENSG00000117640.16	1328	945	1023	1153
ENSG00000272478.1	0	0	0	0
ENSG00000127423.9	897	316	275	588
ENSG00000236528.1	6	0	0	1
ENSG00000182749.5	1259	356	379	988
ENSG00000207302.1	1	0	0	3
ENSG00000117632.19	3973	1748	2259	3427
ENSG00000229786.1	44	1	3	27
ENSG00000223624.1	11	1	1	12
ENSG00000264021.1	0	0	0	0
ENSG00000266763.1	0	0	0	0
ENSG00000158006.12	654	981	690	486
ENSG00000207237.1	0	0	0	0
ENSG00000252190.1	0	0	0	0
ENSG00000252691.1	0	0	0	0
ENSG00000158008.8	142	90	98	122
ENSG00000158014.13	2	6	7	7
ENSG00000158022.6	186	174	199	443
ENSG00000265320.1	0	0	0	0
ENSG00000175087.8	503	304	361	387
ENSG00000197245.4	36	7	4	28
ENSG00000142684.7	16	3	15	2
ENSG00000236782.4	11	3	6	7
ENSG00000142675.16	205	99	184	338
ENSG00000188782.6	0	0	3	6
ENSG00000236155.5	5	1	2	11
ENSG00000278572.1	2	0	0	2
ENSG00000130695.12	1963	1259	1551	1834
ENSG00000270733.1	29	14	7	41
ENSG00000142669.12	909	859	1000	851
ENSG00000158062.19	1607	795	1017	1315
ENSG00000169442.7	30	11	17	60
ENSG00000176092.12	8	32	4	13
ENSG00000225854.2	0	0	0	0
ENSG00000176083.16	4	2	2	6
ENSG00000131914.9	15	6	0	13
ENSG00000117682.15	2169	1599	1605	1642
ENSG00000223583.1	19	0	25	7
ENSG00000225891.1	29	10	20	11
ENSG00000198830.9	2214	1981	2017	1971
ENSG00000224129.1	0	0	0	0
ENSG00000117676.12	1319	1032	1520	992
ENSG00000238705.1	1	0	1	0
ENSG00000243905.3	0	0	0	0
ENSG00000252802.1	0	0	0	0
ENSG00000252429.2	0	0	0	0
ENSG00000229247.2	0	0	0	0
ENSG00000238316.1	0	0	0	0
ENSG00000235069.2	0	0	0	0
ENSG00000260063.1	74	46	56	53
ENSG00000117713.16	5232	2677	4700	4420
ENSG00000060642.9	509	508	714	424
ENSG00000241188.3	0	1	1	0
ENSG00000204160.10	2159	1551	1413	1728
ENSG00000175793.11	71	118	24	99
ENSG00000142751.13	1860	1288	1464	1398
ENSG00000226698.1	0	0	0	0
ENSG00000198746.11	1513	649	679	1216
ENSG00000090273.12	2912	2234	2129	2682
ENSG00000131910.4	0	0	1	2
ENSG00000175707.8	12	2	11	122
ENSG00000172746.6	2	0	11	2
ENSG00000224064.1	4	2	10	3
ENSG00000225294.1	2	0	2	0
ENSG00000253368.3	260	219	778	147
ENSG00000158246.7	73	123	90	70
ENSG00000280403.1	1	0	0	2
ENSG00000090020.9	2281	1706	2405	1771
ENSG00000229985.2	0	0	0	0
ENSG00000214973.3	4	4	16	0
ENSG00000225159.1	30	13	31	23
ENSG00000225990.2	0	0	0	0
ENSG00000224311.1	0	0	1	0
ENSG00000142784.14	2159	1577	2205	1860
ENSG00000252098.1	3	3	0	0
ENSG00000243659.1	3	0	0	8
ENSG00000186501.13	1896	1139	1222	1416
ENSG00000206888.1	1	2	4	4
ENSG00000241547.1	20	3	16	16
ENSG00000281023.1	0	0	0	0
ENSG00000142765.16	148	24	84	207
ENSG00000142733.13	1094	795	1187	712
ENSG00000142748.11	10	0	4	4
ENSG00000174950.9	0	0	0	0
ENSG00000231207.1	0	1	0	1
ENSG00000181773.6	283	145	258	158
ENSG00000158195.9	4582	3341	4734	3514
ENSG00000241169.1	13	9	14	9
ENSG00000237429.1	2	4	13	2
ENSG00000126705.12	2245	1307	2998	1088
ENSG00000000938.11	107	33	102	189
ENSG00000235912.1	7	10	10	9
ENSG00000233975.1	2	2	1	0
ENSG00000126709.13	546	437	458	213
ENSG00000225886.2	9	0	5	6
ENSG00000206767.1	0	0	0	0
ENSG00000226662.2	0	0	0	0
ENSG00000207095.1	0	0	0	0
ENSG00000009780.14	871	293	507	753
ENSG00000231344.1	14	13	7	6
ENSG00000230833.1	9	4	8	6
ENSG00000117758.12	1225	946	1049	922
ENSG00000269971.1	14	7	6	13
ENSG00000276889.1	1	0	2	2
ENSG00000270031.1	13	9	0	9
ENSG00000223062.1	1	0	0	1
ENSG00000117751.16	1585	1051	1321	1300
ENSG00000252947.1	3	0	3	2
ENSG00000278868.1	0	0	0	0
ENSG00000130775.14	499	384	393	278
ENSG00000117748.8	2087	1200	1350	1742
ENSG00000130768.13	18	23	20	78
ENSG00000227050.1	2	1	0	2
ENSG00000158156.7	462	48	383	315
ENSG00000158161.14	1756	926	1528	1272
ENSG00000238231.2	44	17	14	31
ENSG00000281570.1	0	0	0	1
ENSG00000240750.3	28	6	8	29
ENSG00000280526.1	0	0	0	0
ENSG00000228589.3	49	12	92	43
ENSG00000228943.1	0	0	0	0
ENSG00000214812.3	0	0	0	0
ENSG00000253005.1	1	0	0	0
ENSG00000169403.10	184	33	87	206
ENSG00000126698.9	2264	1683	1905	2078
ENSG00000130770.16	1278	774	850	1157
ENSG00000270605.1	264	49	71	224
ENSG00000271398.1	8	3	2	3
ENSG00000130766.4	1718	1117	653	940
ENSG00000130772.12	821	864	883	677
ENSG00000204138.11	3461	1742	2086	3090
ENSG00000206779.1	2	0	2	0
ENSG00000229820.2	57	8	21	40
ENSG00000221216.1	21	1	2	11
ENSG00000180198.14	2988	2017	2114	2530
ENSG00000242125.3	2594	1369	1687	2191
ENSG00000274266.1	0	0	0	0
ENSG00000200087.1	211	128	209	157
ENSG00000231468.2	89	10	27	62
ENSG00000279443.1	290	88	100	254
ENSG00000180098.8	1510	950	821	1126
ENSG00000197989.12	914	481	571	718
ENSG00000221539.1	72	18	36	49
ENSG00000278274.1	0	0	0	0
ENSG00000273544.1	0	0	0	0
ENSG00000274582.1	0	0	0	0
ENSG00000280498.1	0	0	0	0
ENSG00000120656.10	1070	863	790	888
ENSG00000188060.6	206	9	40	112
ENSG00000229388.1	35	42	14	10
ENSG00000274978.1	0	0	0	0
ENSG00000270103.3	0	0	0	0
ENSG00000162419.11	2007	926	809	1517
ENSG00000252777.1	2	0	1	3
ENSG00000198492.13	2973	1836	2553	2552
ENSG00000116329.9	736	48	98	704
ENSG00000233427.1	0	0	0	0
ENSG00000199756.1	0	0	0	0
ENSG00000159023.17	1844	689	877	1618
ENSG00000225616.2	9	2	5	4
ENSG00000206704.1	0	0	0	1
ENSG00000277958.1	10	1	1	2
ENSG00000253304.1	20	159	245	27
ENSG00000225750.1	9	0	5	4
ENSG00000116350.14	2832	2039	2337	2331
ENSG00000277916.1	24	7	23	11
ENSG00000116353.14	1669	751	1048	1159
ENSG00000237934.1	32	5	35	16
ENSG00000060656.18	2226	510	2827	356
ENSG00000221550.2	1	0	0	0
ENSG00000230523.1	13	6	16	0
ENSG00000266678.1	0	0	0	0
ENSG00000225011.4	0	0	0	0
ENSG00000221126.1	0	0	0	0
ENSG00000228176.1	0	0	0	0
ENSG00000222787.1	0	0	0	0
ENSG00000270927.1	0	0	0	0
ENSG00000233399.2	0	0	0	0
ENSG00000233372.1	0	0	0	0
ENSG00000231251.1	0	0	0	0
ENSG00000236335.1	0	0	0	0
ENSG00000231949.1	0	0	0	0
ENSG00000162510.5	22	2	20	19
ENSG00000186056.8	33	10	67	20
ENSG00000162511.7	443	188	595	453
ENSG00000264773.1	0	0	0	0
ENSG00000280823.1	0	0	0	0
ENSG00000229607.1	0	0	0	0
ENSG00000223382.3	4	2	16	6
ENSG00000222784.1	0	0	0	0
ENSG00000235143.1	0	0	0	0
ENSG00000162512.14	2628	1062	3129	1314
ENSG00000266210.2	0	0	0	0
ENSG00000134644.14	3574	1754	3110	2888
ENSG00000237329.2	34	1	11	13
ENSG00000232768.1	25	4	11	19
ENSG00000215900.4	3	2	0	3
ENSG00000225142.2	3	0	8	2
ENSG00000084628.8	2159	33	32	1927
ENSG00000060688.11	2076	1271	1357	1713
ENSG00000229447.2	91	8	18	73
ENSG00000121766.13	1543	987	899	1325
ENSG00000229044.1	5	0	1	7
ENSG00000121769.6	552	426	505	761
ENSG00000168528.10	917	611	1184	804
ENSG00000279468.1	21	5	40	11
ENSG00000215899.3	0	6	5	0
ENSG00000206981.1	0	0	0	0
ENSG00000260386.4	2	0	2	2
ENSG00000265961.1	0	0	0	0
ENSG00000223907.1	0	2	3	0
ENSG00000260636.1	0	0	0	2
ENSG00000229167.1	0	0	0	1
ENSG00000142910.14	57	48	112	190
ENSG00000121764.10	10	4	12	13
ENSG00000162517.11	1412	1335	1408	1266
ENSG00000235790.6	42	23	20	32
ENSG00000264078.1	10	3	3	4
ENSG00000084636.16	1439	1209	788	905
ENSG00000121753.11	686	860	1100	436
ENSG00000266580.1	2	0	2	0
ENSG00000254545.1	0	9	3	1
ENSG00000134668.11	309	1089	838	55
ENSG00000203620.2	3	0	0	2
ENSG00000269967.1	19	4	10	5
ENSG00000184007.16	4150	3432	3687	3643
ENSG00000281319.1	1	0	0	0
ENSG00000228634.1	34	3	29	27
ENSG00000121774.16	3561	2551	3291	3100
ENSG00000203325.3	102	9	17	58
ENSG00000121775.16	1202	749	999	971
ENSG00000266203.1	10	1	0	6
ENSG00000276493.1	6	1	0	5
ENSG00000025800.12	4950	3175	3702	4229
ENSG00000250135.1	0	0	0	0
ENSG00000084652.14	3759	2256	3087	2959
ENSG00000160050.13	640	317	369	500
ENSG00000224066.1	8	4	4	3
ENSG00000160051.10	601	264	345	435
ENSG00000222046.2	80	29	62	37
ENSG00000160055.18	614	494	439	441
ENSG00000084623.10	2460	2362	2312	2250
ENSG00000220785.6	174	160	121	209
ENSG00000183615.5	23	16	24	11
ENSG00000182866.15	62	8	55	116
ENSG00000277617.1	0	0	0	0
ENSG00000252450.1	0	0	0	0
ENSG00000116478.10	2644	2215	2240	2212
ENSG00000175130.6	2607	1431	2008	2454
ENSG00000233775.1	0	2	1	0
ENSG00000162526.6	37	9	31	26
ENSG00000225828.1	491	154	131	298
ENSG00000160058.17	2552	1483	1758	2096
ENSG00000224333.1	3	0	6	2
ENSG00000270850.1	1	0	0	1
ENSG00000229259.1	0	0	0	2
ENSG00000263529.2	0	0	0	0
ENSG00000254553.1	4	0	0	7
ENSG00000273274.1	154	15	30	129
ENSG00000160062.13	1009	321	319	773
ENSG00000176261.14	1412	822	835	1164
ENSG00000200591.1	5	0	2	4
ENSG00000162521.17	5256	2400	3496	4483
ENSG00000162520.13	353	367	533	256
ENSG00000224409.1	4	30	6	0
ENSG00000162522.9	739	1528	1336	1093
ENSG00000134684.9	4186	3572	2810	3451
ENSG00000116497.16	1816	914	1519	1355
ENSG00000160097.14	3402	450	875	2911
ENSG00000121905.8	1212	2	7	1123
ENSG00000121900.17	681	535	427	593
ENSG00000116514.15	869	1169	948	648
ENSG00000278966.1	0	1	0	4
ENSG00000217644.5	3	0	1	5
ENSG00000239670.1	5	8	6	13
ENSG00000236065.2	29	7	22	12
ENSG00000004455.15	4302	2537	2848	3660
ENSG00000276645.1	106	9	8	91
ENSG00000142920.15	364	237	337	156
ENSG00000278997.1	26	19	38	36
ENSG00000116525.12	632	466	648	478
ENSG00000279179.1	90	46	46	81
ENSG00000160094.13	1781	408	1329	1367
ENSG00000270115.1	27	8	27	20
ENSG00000184389.9	26	6	9	5
ENSG00000225313.4	463	188	404	231
ENSG00000134686.15	3884	2986	3963	2928
ENSG00000266239.2	36	11	29	11
ENSG00000222112.1	38	18	74	34
ENSG00000233246.1	43	7	10	29
ENSG00000221225.1	0	0	0	0
ENSG00000234512.1	8	0	2	0
ENSG00000121903.13	432	270	380	286
ENSG00000235907.2	6	0	0	0
ENSG00000121904.16	627	214	285	445
ENSG00000280715.1	0	0	0	0
ENSG00000227000.2	2	6	0	5
ENSG00000176256.9	12	0	5	1
ENSG00000231163.4	11	7	3	8
ENSG00000201148.1	1	0	0	0
ENSG00000142698.13	21	23	12	6
ENSG00000221053.1	0	0	0	0
ENSG00000270241.1	0	0	0	0
ENSG00000207941.1	0	0	0	0
ENSG00000163866.8	1546	975	1174	1312
ENSG00000189280.3	4	62	32	7
ENSG00000189433.5	0	0	2	0
ENSG00000255811.1	0	0	3	0
ENSG00000216162.1	0	0	0	0
ENSG00000188910.7	10	38	10	12
ENSG00000187513.8	16	20	24	36
ENSG00000230163.1	71	42	91	36
ENSG00000116544.10	108	6	22	53
ENSG00000241014.1	101	55	155	31
ENSG00000271741.1	0	0	0	0
ENSG00000243749.1	0	1	1	2
ENSG00000163867.15	752	464	527	494
ENSG00000233940.1	0	0	0	0
ENSG00000197056.8	636	362	614	497
ENSG00000228348.1	2	0	0	2
ENSG00000116560.9	6647	4440	5855	5750
ENSG00000201868.1	1	0	0	0
ENSG00000146463.10	3034	1709	2639	2430
ENSG00000240374.3	13	3	6	6
ENSG00000201542.1	2	4	2	5
ENSG00000229994.1	81	25	48	68
ENSG00000227409.1	5	2	0	3
ENSG00000278702.1	0	0	0	5
ENSG00000142687.16	3130	2292	2758	2663
ENSG00000236274.1	32	7	20	17
ENSG00000020129.14	1841	1283	2004	1283
ENSG00000239636.1	13	12	3	14
ENSG00000116819.6	139	50	59	80
ENSG00000126067.10	4066	2752	2692	3495
ENSG00000142686.7	1756	1086	1148	1441
ENSG00000092853.12	4398	2052	1866	3772
ENSG00000232335.1	1	0	0	2
ENSG00000134698.10	1149	482	847	793
ENSG00000092847.9	3198	1351	2435	2332
ENSG00000271164.1	0	0	0	0
ENSG00000280133.1	0	0	0	0
ENSG00000271914.1	120	21	32	61
ENSG00000126070.17	2785	1234	1689	1970
ENSG00000271554.1	12	4	11	16
ENSG00000232862.4	2	0	4	4
ENSG00000092850.10	114	8	30	65
ENSG00000116863.10	1598	1315	1349	1313
ENSG00000171812.9	56	40	79	19
ENSG00000054116.10	1525	1209	1284	1262
ENSG00000116871.14	4099	3809	3854	3317
ENSG00000264592.2	0	0	0	0
ENSG00000054118.12	4234	2914	4044	3602
ENSG00000231849.1	10	0	3	14
ENSG00000278491.1	3	0	1	4
ENSG00000214193.8	455	126	319	292
ENSG00000142694.6	195	170	428	127
ENSG00000116883.8	263	103	193	175
ENSG00000196182.9	2062	1251	2547	1725
ENSG00000181817.5	1125	934	846	1029
ENSG00000222821.1	0	0	0	0
ENSG00000116885.17	679	258	232	459
ENSG00000201448.1	5	0	1	2
ENSG00000116898.10	1507	999	1148	1378
ENSG00000119535.16	701	113	689	939
ENSG00000230214.1	0	0	0	0
ENSG00000281218.1	0	0	0	0
ENSG00000234481.1	0	0	0	0
ENSG00000163873.8	1185	407	62	1334
ENSG00000280570.1	0	0	0	2
ENSG00000264698.1	0	0	0	0
ENSG00000207328.1	0	0	0	0
ENSG00000223944.1	0	0	0	0
ENSG00000252368.1	0	0	0	0
ENSG00000230451.2	0	0	0	0
ENSG00000233621.1	53	457	200	51
ENSG00000163874.8	180	1456	405	142
ENSG00000278228.1	0	0	0	0
ENSG00000163875.14	1740	1018	1190	1350
ENSG00000263675.1	3	1	8	1
ENSG00000163877.9	935	530	981	715
ENSG00000232273.1	18	3	18	4
ENSG00000237749.4	26	8	55	9
ENSG00000163879.10	174	268	828	75
ENSG00000134697.11	2903	2309	2347	2508
ENSG00000169218.12	2	1	0	0
ENSG00000116922.13	1154	499	802	858
ENSG00000134690.9	1843	1433	1726	1611
ENSG00000183317.15	23	2	0	20
ENSG00000200421.1	0	0	0	0
ENSG00000214141.4	0	0	0	1
ENSG00000227416.2	0	0	0	0
ENSG00000185090.13	756	120	197	627
ENSG00000233728.1	0	0	0	0
ENSG00000196449.3	1179	1057	910	919
ENSG00000197982.13	940	712	747	763
ENSG00000188786.9	1380	1004	1349	999
ENSG00000235673.1	4	0	3	2
ENSG00000230955.1	0	0	0	0
ENSG00000204084.11	1055	527	899	672
ENSG00000252448.1	11	3	0	11
ENSG00000222282.1	5	1	3	2
ENSG00000277168.1	0	0	0	0
ENSG00000183431.10	3915	2617	2832	3348
ENSG00000212541.1	14	3	9	5
ENSG00000183386.8	1072	877	1120	1309
ENSG00000183520.10	1795	1235	1252	1496
ENSG00000185668.6	55	6	2	36
ENSG00000224592.4	27	5	4	16
ENSG00000223589.2	0	0	0	0
ENSG00000265596.1	0	0	2	0
ENSG00000237290.1	2	0	2	0
ENSG00000275350.1	0	0	0	0
ENSG00000200796.1	0	0	0	0
ENSG00000238063.1	0	0	0	0
ENSG00000215895.4	23	14	52	19
ENSG00000116954.7	662	654	660	585
ENSG00000273637.1	0	0	0	0
ENSG00000228436.2	61	26	70	41
ENSG00000214114.7	928	694	801	762
ENSG00000274944.3	0	0	0	1
ENSG00000131233.9	1	1	6	2
ENSG00000158315.9	60	16	47	29
ENSG00000199963.1	0	0	0	0
ENSG00000207466.1	0	0	0	0
ENSG00000235549.1	0	0	0	0
ENSG00000174574.14	2396	1326	1725	1982
ENSG00000168653.9	875	680	698	815
ENSG00000127603.22	15696	10127	18907	8535
ENSG00000206654.1	6	0	0	0
ENSG00000222378.1	16	5	21	3
ENSG00000270040.1	6	2	0	0
ENSG00000226438.1	13	1	17	3
ENSG00000217897.2	12	6	24	10
ENSG00000183682.7	23	13	34	10
ENSG00000237624.1	15	2	20	8
ENSG00000182109.6	99	149	198	112
ENSG00000243970.1	25	27	33	31
ENSG00000090621.12	4448	3058	3606	3781
ENSG00000228060.1	19	4	9	17
ENSG00000201457.1	10	2	7	10
ENSG00000163909.7	1861	684	2595	323
ENSG00000225903.1	8	5	24	1
ENSG00000116981.3	70	55	67	211
ENSG00000116983.11	35	6	20	39
ENSG00000084072.15	1647	1243	1558	1413
ENSG00000225333.6	0	4	0	0
ENSG00000252413.1	0	0	0	0
ENSG00000116985.9	412	98	567	217
ENSG00000198754.5	39	4	22	17
ENSG00000261798.1	12	6	0	14
ENSG00000229213.1	0	0	0	0
ENSG00000043514.14	1220	694	800	845
ENSG00000202222.1	22	4	4	27
ENSG00000116990.10	476	119	323	265
ENSG00000236546.1	14	2	7	0
ENSG00000207356.1	0	0	0	0
ENSG00000168389.16	1306	507	583	1002
ENSG00000228477.1	30	11	35	10
ENSG00000131236.15	3133	3548	3800	2736
ENSG00000131238.15	2351	1883	2304	2051
ENSG00000226745.2	2	4	0	60
ENSG00000117000.8	1440	508	1039	1132
ENSG00000207508.1	6	0	2	3
ENSG00000188800.5	6	4	7	1
ENSG00000259943.1	399	109	146	286
ENSG00000084073.7	1597	1419	1777	1369
ENSG00000231296.1	5	1	3	3
ENSG00000049089.12	314	64	58	362
ENSG00000227311.3	8	0	9	0
ENSG00000084070.10	1707	1308	1629	1313
ENSG00000213172.3	0	0	0	0
ENSG00000187801.13	318	187	149	227
ENSG00000260920.2	486	235	182	312
ENSG00000279667.1	44	6	7	27
ENSG00000187815.8	525	160	335	409
ENSG00000238287.1	15	35	18	4
ENSG00000164002.10	73	180	139	45
ENSG00000227278.1	0	0	0	1
ENSG00000238186.1	4	22	12	2
ENSG00000117010.14	351	249	257	245
ENSG00000236505.1	0	1	0	0
ENSG00000233910.1	0	0	0	0
ENSG00000117016.8	1103	108	233	956
ENSG00000237899.1	13	2	4	4
ENSG00000272145.1	51	14	43	35
ENSG00000066136.18	1853	1275	1325	1496
ENSG00000198974.2	0	0	2	5
ENSG00000207962.1	0	0	0	2
ENSG00000117013.13	174	112	252	83
ENSG00000264582.2	0	0	0	2
ENSG00000179862.6	292	38	542	241
ENSG00000229528.1	0	2	4	0
ENSG00000228940.1	0	0	0	0
ENSG00000273910.1	0	0	0	0
ENSG00000233118.2	0	0	0	0
ENSG00000171793.12	3098	2449	2263	2462
ENSG00000281712.1	0	0	0	0
ENSG00000281207.1	473	86	130	289
ENSG00000171790.14	202	48	153	129
ENSG00000010803.15	2758	1164	1649	2064
ENSG00000215893.3	5	2	4	4
ENSG00000235358.1	0	4	14	1
ENSG00000213987.4	3	1	0	0
ENSG00000281479.1	0	0	0	0
ENSG00000204060.5	471	112	121	366
ENSG00000229901.1	51	8	6	50
ENSG00000252563.1	0	0	0	0
ENSG00000127129.8	2	2	5	19
ENSG00000127124.12	799	545	1165	555
ENSG00000230881.1	8	0	1	1
ENSG00000230638.4	45	10	23	41
ENSG00000264896.1	0	0	0	0
ENSG00000227538.1	0	0	0	0
ENSG00000228776.2	0	0	0	0
ENSG00000044012.3	0	0	0	2
ENSG00000197273.3	2	0	0	0
ENSG00000198815.7	2331	1099	1959	1883
ENSG00000227527.2	20	2	5	30
ENSG00000177181.13	440	79	24	370
ENSG00000235002.1	1	0	0	0
ENSG00000066185.11	76	10	27	59
ENSG00000127125.8	807	654	773	616
ENSG00000186409.13	95	61	96	68
ENSG00000230116.1	0	2	4	2
ENSG00000236876.3	2	0	1	3
ENSG00000200254.1	1	0	0	0
ENSG00000236180.2	0	0	2	0
ENSG00000171960.9	1126	815	775	967
ENSG00000234917.2	57	4	14	39
ENSG00000065978.16	2830	2484	2671	2675
ENSG00000164007.9	2	0	4	10
ENSG00000117385.14	2158	2234	2301	1475
ENSG00000164008.12	522	307	323	409
ENSG00000228452.1	79	40	36	56
ENSG00000274386.3	23	5	11	7
ENSG00000177868.10	526	296	325	470
ENSG00000164010.12	259	178	373	219
ENSG00000228192.6	70	23	52	47
ENSG00000164011.16	1029	405	538	741
ENSG00000233708.1	2	2	0	0
ENSG00000237090.1	0	0	0	0
ENSG00000225099.1	0	0	2	0
ENSG00000117394.18	2737	2111	2170	1909
ENSG00000227533.4	24	31	34	20
ENSG00000207256.1	0	1	0	0
ENSG00000277513.1	0	0	0	0
ENSG00000186973.9	10	4	16	1
ENSG00000117395.9	1837	1676	1750	1665
ENSG00000243710.6	11	8	47	13
ENSG00000199240.1	1	0	0	0
ENSG00000179178.9	9	3	4	32
ENSG00000253313.4	4	0	6	28
ENSG00000066056.12	48	104	138	125
ENSG00000117400.13	14	0	4	12
ENSG00000234694.1	32	52	19	68
ENSG00000117399.12	2403	2293	2194	2267
ENSG00000066322.11	1373	1813	1798	1202
ENSG00000277622.1	0	0	0	0
ENSG00000159479.15	1585	1264	1040	1312
ENSG00000229431.1	34	22	20	28
ENSG00000198198.12	2367	1126	2198	1721
ENSG00000229372.1	1	1	0	3
ENSG00000274975.1	0	0	0	0
ENSG00000178922.15	371	215	441	238
ENSG00000229348.1	43	23	18	26
ENSG00000142949.15	6476	3312	5268	6144
ENSG00000066135.11	1970	963	1583	1559
ENSG00000236200.4	211	94	91	173
ENSG00000126091.18	729	751	852	609
ENSG00000229444.1	34	15	26	84
ENSG00000233674.2	19	13	24	7
ENSG00000224751.2	31	6	30	17
ENSG00000117407.15	35	60	78	15
ENSG00000237950.1	67	25	3	45
ENSG00000117408.9	2598	1786	2242	2252
ENSG00000132768.12	2094	1557	1679	1666
ENSG00000117410.12	1800	1381	1390	1569
ENSG00000117411.15	2563	1969	1924	2111
ENSG00000159214.11	321	447	466	240
ENSG00000196517.10	357	493	304	347
ENSG00000230615.5	61	97	52	33
ENSG00000227163.2	6	0	0	1
ENSG00000271647.1	0	0	0	0
ENSG00000281534.1	0	0	0	0
ENSG00000239560.3	0	0	0	0
ENSG00000171872.4	2	10	2	0
ENSG00000233514.1	24	15	28	22
ENSG00000239275.1	0	0	0	0
ENSG00000226804.4	0	0	0	0
ENSG00000200171.1	0	0	0	0
ENSG00000238037.1	0	0	0	0
ENSG00000227994.1	0	0	0	0
ENSG00000271329.1	2	2	3	7
ENSG00000178028.12	2321	1407	1542	1892
ENSG00000117419.13	2081	1366	1620	1722
ENSG00000233602.1	41	10	28	22
ENSG00000252146.1	0	0	0	1
ENSG00000199385.1	0	0	0	0
ENSG00000187147.16	1735	1096	1302	1439
ENSG00000263381.1	0	0	0	0
ENSG00000126106.12	237	318	364	187
